Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2023-05-28 13:45:50.312,8935.0,117.0,2,0.0,1,0,car,0 days 00:00:33.105000,0 days 01:44:49.335000,1357.8708333333338
2023-05-28 13:45:50.632,8108.0,101.0,2,0.0,1,0,car,0 days 00:00:33.425000,0 days 01:44:49.655000,1366.8486111111115
2023-05-28 13:45:50.872,7449.0,92.0,2,0.0,1,0,car,0 days 00:00:33.665000,0 days 01:44:49.895000,1372.9819444444452
2023-05-28 13:45:51.072,7311.0,90.0,2,0.0,0,0,car,0 days 00:00:33.865000,0 days 01:44:50.095000,1377.9819444444452
2023-05-28 13:45:51.272,7158.0,87.0,2,0.0,0,0,car,0 days 00:00:34.065000,0 days 01:44:50.295000,1382.8152777777784
2023-05-28 13:45:51.512,6964.0,84.0,2,3.0,0,0,car,0 days 00:00:34.305000,0 days 01:44:50.535000,1388.4152777777786
2023-05-28 13:45:51.712,7171.0,81.0,2,27.0,0,0,car,0 days 00:00:34.505000,0 days 01:44:50.735000,1392.9152777777786
2023-05-28 13:45:51.992,8027.0,84.0,2,42.0,0,0,car,0 days 00:00:34.785000,0 days 01:44:51.015000,1399.448611111112
2023-05-28 13:45:52.352,8425.0,95.0,2,51.0,0,0,car,0 days 00:00:35.145000,0 days 01:44:51.375000,1408.948611111112
2023-05-28 13:45:52.792,9935.0,106.0,2,67.0,0,0,car,0 days 00:00:35.585000,0 days 01:44:51.815000,1421.9041666666676
2023-05-28 13:45:52.952,10473.0,113.0,2,75.0,0,0,car,0 days 00:00:35.745000,0 days 01:44:51.975000,1426.9263888888895
2023-05-28 13:45:53.152,11160.0,127.0,2,88.0,0,0,car,0 days 00:00:35.945000,0 days 01:44:52.175000,1433.9819444444454
2023-05-28 13:45:53.352,10921.0,132.0,2,100.0,0,0,car,0 days 00:00:36.145000,0 days 01:44:52.375000,1441.3152777777789
2023-05-28 13:45:53.552,10532.0,142.0,3,100.0,0,0,car,0 days 00:00:36.345000,0 days 01:44:52.575000,1449.2041666666676
